jeremić,a	jer,emi,ća
milijet,a	mil,ij,eta
miloševićev,e	m,ilo,š,evi,će,ve
ubijen,om	ub,ijen,om
zoran,u	z,oran,u
đinđić,u	đ,in,đ,ić,u
velikan,a	vel,ik,ana
komandant,u	kom,and,antu
milorad,u	m,ilor,adu
ulemek,u	u,lem,eku
klan,a	kl,ana
đinđićev,oj	đ,in,đ,i,će,voj
istražitelj,i	istra,ž,itelji
miloševićev,im	m,ilo,š,ević,ev,im
napad,ima	nap,ad,ima
dejan,a	de,jana
milenković,a	m,ilen,k,ovi,ća
žrtven,og	ž,rt,ven,og
đinđićev,i	đ,in,đ,ić,evi
popović,a	pop,ovi,ća
đinđić,em	đ,in,đ,ić,em
dušan,a	du,šana
mihajlović,a	m,ih,aj,lo,vi,ća
finansijer,a	finans,ij,era
organizator,a	organiz,atora
visbaden,a	vis,bad,ena
zahtev,u	za,ht,ev,u
advokat,i	adv,ok,ati
operater,e	oper,at,ere
in,-u	in,-u
operater,i	oper,ater,i
zemljište,m	zem,l,ji,š,tem
hektar,a	he,kt,ara
biro,a	bi,ro,a
ažuriran,e	a,ž,ur,ir,ane
maslinov,og	mas,lin,ov,og
seme,na	se,mena
paradajz,a	par,ad,aj,za
materijal,i	mater,ij,ali
grip,a	g,rip,a
srčan,og	sr,čan,og
odliv,a	od,l,iva
slep,e	s,le,pe
poremećen,im	p,ore,me,ćen,im
vid,om	vid,om
brajov,oj	b,raj,ov,oj
aviv,u	av,ivu
mirko,m	m,irk,om
cvetković,em	c,vet,k,ović,em
stran,a	str,ana
fatmir,a	fat,mira
sejdiu,a	se,j,di,ua
ahmet,om	ah,met,om
davutoglu,om	dav,ut,og,lu,om
saud,om	s,aud,om
fajsal,om	f,aj,sal,om
akreditiv,e	ak,red,itive
valdet,a	val,d,eta
sadiku,a	sad,ik,ua
danilo,m	dan,il,om
turk,om	tur,kom
region,ima	region,ima
raj,a	ra,ja
unodc,-a	un,od,c,-a
unodc,-u	un,od,c,-u
kriminal,u	k,riminal,u
biznis,a	biz,n,isa
miroljubiv,a	mi,rol,jub,iva
strazbur,u	str,az,bur,u
prošlogodišnji,h	pro,š,log,odi,šnj,ih
saglasnost,i	s,ag,las,nosti
odgovor,e	od,gov,ore
angažman,a	anga,ž,mana
ahtisarijev,im	a,ht,is,ari,je,vim
nadziran,e	nad,zir,ane
angažovanost,i	anga,ž,ovan,osti
stvar,ima	st,var,ima
mešovit,om	me,š,ovit,om
porast,a	por,asta
zapaljiv,ih	zap,alj,iv,ih
hrvat,i	h,rv,ati
slab,im	sl,ab,im
tročlan,im	tro,č,lan,im
predsedništvo,m	pred,sed,ni,š,tv,om
bajden,om	b,aj,den,om
nacrt,u	nac,rt,u
neprihvatljiv,a	nep,ri,h,vat,lj,iva
protektorat,om	pro,te,ktor,atom
božić,a	bo,ž,ić,a
mamut,a	mam,uta
pilot,i	p,ilot,i
virus,a	virus,a
pacijent,e	pac,ij,ente
vezan,o	vez,ano
naj,star,ijih	naj,st,ari,jih
forenzički,h	fore,n,zi,čkih
razred,a	raz,red,a
talent,e	tal,ente
projekt,om	projekt,om
transatlantski,m	trans,atl,ants,kim
ambasador,i	amb,as,ador,i
uspostavljanje,m	us,post,avl,jan,jem
štab,a	š,tab,a
isključiv,o	isk,ljuč,ivo
ešdaunov,im	e,š,da,un,ov,im
transatlantski,h	trans,atl,ants,kih
nedovršen,o	ned,ov,rš,eno
mnogi,ma	mn,og,ima
kraj,em	k,raj,em
orijentisan,a	or,ij,ent,is,ana
kamen,a	kam,ena
šumski,h	š,um,skih
pomorski,m	pom,ors,kim
efekat,a	ef,ek,ata
dug,e	du,ge
uračunat,i	ura,č,un,ati
smanjenje,m	s,man,jen,jem
spor,iji	spor,iji
severoistok,u	se,vero,ist,oku
najavljen,om	naj,avl,jen,om
energetski,m	ener,get,skim
gigant,om	g,ig,antom
neupotrebljiv,a	ne,up,otre,bl,j,iva
jedinstven,i	jed,inst,veni
abraziv,i	ab,raz,ivi
voden,og	v,oden,og
rastvor,a	rast,v,ora
seizmološki,h	se,izm,olo,ških
sloj,eva	s,lo,je,va
eksperiment,i	eks,periment,i
imejl,u	ime,j,lu
bugarski,m	bug,ars,kim
bilion,a	bil,iona
kubni,h	k,ub,nih
rezerva,ma	rez,erv,ama
levičar,i	lev,ič,ari
odred,a	od,red,a
prednji,m	pred,nj,im
prozor,ima	proz,or,ima
krov,u	k,rov,u
vulgarakis,a	v,ul,gar,ak,isa
oficir,a	of,ic,ira
naj,čuvan,ijih	naj,č,uvan,ij,ih
ulaz,a	ul,aza
toalet,ima	toa,let,ima
prozor,a	proz,ora
zgrada,ma	z,grad,ama
ulaz,ima	ul,az,ima
izlaz,ima	iz,laz,ima
prestiž,a	pre,sti,ža
vod,ovi	vod,ovi
general,e	gener,ale
radovanović,a	rad,ovan,ovi,ća
oružan,ih	oru,ž,ani,h
vod,a	v,oda
barjaktar,i	bar,j,akt,ari
počast,i	po,č,asti
general,ima	general,ima
podoficir,a	pod,of,ic,ira
entitetski,h	ent,it,ets,kih
rame,nu	ram,enu
sulejman,a	s,ule,j,mana
tihić,a	ti,hi,ća
major,u	major,u
krajšumović,u	k,raj,š,um,ović,u
sastav,a	s,ast,ava
mihaj,a	m,ih,aja
tanasesku,a	tan,ases,k,ua
strukturni,h	struk,turn,ih
titov,a	tit,ova
josip,a	jos,ipa
broz,a	bro,za
neupotrebljen,a	ne,up,otre,bl,jena
dug,i	d,ugi
vinston,a	v,inst,ona
čerčil,a	č,er,čila
gadafi,ja	g,ad,af,ija
abdel,a	ab,d,ela
naser,a	n,as,era
džavaharlal,a	d,ž,av,ah,arl,ala
nehru,a	n,eh,ru,a
holivudski,h	hol,iv,ud,skih
ričard,a	r,ič,arda
barton,a	b,art,ona
star,o	star,o
stručnjak,a	str,uč,nj,aka
papanikolau,a	p,apan,ik,ol,au,a
ambijent,u	amb,ij,entu
brod,a	bro,da
tabloid,i	tab,lo,idi
laž,i	la,ži
josip,om	jos,ip,om
broz,om	bro,z,om
tito,m	tit,om
penzioner,a	pen,zion,era
domet,e	d,omet,e
televizija,ma	te,lev,iz,ij,ama
kvaziuniverzitet,a	kv,azi,un,iver,zit,eta
talentovan,i	tal,ent,ov,ani
plagijat,ima	pl,ag,ijat,ima
predatorski,m	pred,ators,kim
nepošten,im	nep,oš,ten,im
evaluacija,ma	evalu,acij,ama
nezameranje,m	nez,amer,anjem
đak,e	đ,ake
funkcija,ma	funk,cij,ama
fakultet,i	f,ak,ult,eti
institut,i	in,stit,uti
muftijin,o	mu,ft,ij,ino
moj,e	mo,je
šamar,e	š,am,are
izgovor,i	iz,gov,ori
vladar,u	vl,ad,aru
rektor,u	rekt,oru
profesor,u	prof,esor,u
vračar,u	v,rač,aru
diletant,ima	d,ilet,ant,ima
univerzitetski,m	un,iver,zit,ets,kim
čestitost,i	č,est,itosti
francuski,h	fr,anc,us,kih
đak,a	đ,aka
čvrst,ih	č,vr,st,ih
gospodstven,og	g,osp,od,st,ven,og
slovenac,a	s,lo,ven,aca
